Sync Time,Interval Name,Gaze Target,Target Code,Index
21:34.8,Red_1_9,Test,2,9
21:38.3,Red_1_9,OrangeCalc,8,9
21:39.3,Red_1_9,Test,2,9
21:39.7,Red_1_9,Test,2,9
21:55.1,Red_1_10,Test,2,10
21:55.5,Red_1_10,OrangeCalc,8,10
21:56.3,Red_1_10,Test,2,10
21:57.3,Red_1_10,Computer,1,10
21:57.5,Red_1_10,OrangeCalc,8,10
22:03.3,Red_1_10,BlueNbook,7,10
22:08.4,Red_1_10,Test,2,10
22:10.2,Red_1_10,Computer,1,10
22:10.8,Red_1_10,Test,2,10
22:12.0,Red_1_10,Computer,1,10
22:13.3,Red_1_10,OrangeCalc,8,10
22:13.8,Red_1_10,OrangeNbook,9,10
22:15.8,Red_1_10,Computer,1,10
22:17.1,Red_1_10,BlueCalc,6,10
22:17.8,Red_1_10,OrangeCalc,8,10
22:19.1,Red_1_10,Distracted,10,10
22:19.4,Red_1_10,Red,31,10
22:20.4,Red_1_10,Computer,1,10
22:23.1,Red_1_10,OrangeCalc,8,10
22:24.0,Red_1_10,Computer,1,10
22:25.0,Red_1_10,OrangeCell,14,10
22:55.0,Red_1_10,OrangeNbook,9,10
22:55.1,Red_1_10,OrangeNbook,9,10
22:55.1,Red_1_11,OrangeNbook,9,11
22:55.5,Red_1_11,Test,2,11
22:55.8,Red_1_11,OrangeNbook,9,11
22:56.1,Red_1_11,Test,2,11
22:57.1,Red_1_11,Computer,1,11
23:00.1,Red_1_11,Another team,13,11
23:00.6,Red_1_11,Computer,1,11
23:20.3,Red_1_11,Distracted,10,11
23:21.2,Red_1_11,Computer,1,11
23:55.1,Red_1_11,Computer,1,11
25:31.0,Red_1_12,Computer,1,12
25:38.1,Red_1_12,Distracted,10,12
25:44.5,Red_1_12,Computer,1,12
26:12.3,Red_1_12,Distracted,10,12
26:14.6,Red_1_12,Test,2,12
26:14.9,Red_1_12,Distracted,10,12
26:15.4,Red_1_12,Test,2,12
26:17.3,Red_1_12,Computer,1,12
26:17.9,Red_1_12,Test,2,12
26:21.4,Red_1_12,OrangeCalc,8,12
26:21.6,Red_1_12,Test,2,12
26:25.7,Red_1_12,Computer,1,12
26:25.9,Red_1_12,Test,2,12
26:26.2,Red_1_12,Red,31,12
26:26.6,Red_1_12,Computer,1,12
26:29.3,Red_1_12,Test,2,12
26:31.0,Red_1_12,Test,2,12
27:10.1,Red_1_13,Test,2,13
27:11.6,Red_1_13,Computer,1,13
27:12.5,Red_1_13,Distracted,10,13
27:14.7,Red_1_13,Computer,1,13
27:15.2,Red_1_13,BlueCalc,6,13
27:16.5,Red_1_13,Computer,1,13
27:16.8,Red_1_13,BlueCalc,6,13
27:17.1,Red_1_13,Computer,1,13
27:31.3,Red_1_13,Test,2,13
27:41.5,Red_1_13,Computer,1,13
27:42.7,Red_1_13,Test,2,13
27:44.5,Red_1_13,Computer,1,13
28:01.5,Red_1_13,Test,2,13
28:04.7,Red_1_13,OrangeCalc,8,13
28:07.0,Red_1_13,Test,2,13
28:07.8,Red_1_13,Distracted,10,13
28:10.1,Red_1_13,Distracted,10,13
,,,,
